,No.,name,rating,location,category,startrange,endrange,price,pricerank,"ăn vặt, ăn vặt vỉa hè","đồ ăn sáng, đồ ăn sáng vỉa hè",quán cơm văn phòng,"quán cơm bình dân, cơm mang đi",đồ ăn nhanh,"cơm, phở","đồ ăn hàn quốc, nhà hàng hàn quốc","đồ ăn nhật bản, nhà hàng nhật bản",nhà hàng,pizza,nhà hàng chay,trà sữa,cafe,"bánh ngọt, bánh sinh nhật"
884,884,phở cuốn hương mai - tô hiệu,5.9,quận cầu giấy,nhà hàng,30000,100000,cheap,1,,,,,,x,,,,,,,,
885,885,ohcha - tô hiệu,7.6,quận cầu giấy,nhà hàng,200000,300000,medium,2,,,,,,,,,x,,,,,
886,886,ngọc thạch quán - tô hiệu,5.8,quận hà đông,ăn vặt vỉa hè,15000,30000,cheap,1,x,x,,,x,,,,,,,,x,
887,887,let's sushi - tô hiệu,7.5,quận cầu giấy,nhà hàng,50000,150000,medium,2,,,,,,,,x,,,,,,
888,888,le monde steak - tô hiệu,7.4,quận cầu giấy,nhà hàng,150000,250000,medium,2,,,,,,,,,,,,,x,
889,889,lẩu thái đế vương - food house - tô hiệu,7.2,quận cầu giấy,nhà hàng,30000,200000,medium,2,,,,,,,,,x,,,,,
890,890,kimho bbq - nhà hàng nướng & lẩu - tô hiệu,7.2,quận cầu giấy,nhà hàng,150000,270000,medium,2,,,,,,,,,x,,,,,
891,891,jollibee - tô hiệu,6.6,quận cầu giấy,nhà hàng,15000,44000,cheap,1,,,,,,,,,x,,,,,
892,892,gemini coffee - tô hiệu,6.1,quận cầu giấy,cafe tráng miệng,20000,60000,cheap,1,,,x,,,,,,,,,x,x,
893,893,food house - tô hiệu,8.0,quận cầu giấy,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
894,894,cơm tấm sài gòn út thắng - tô hiệu,6.8,quận cầu giấy,nhà hàng,30000,70000,cheap,1,,x,x,x,,,,,x,,,,,
895,895,cơm sườn đào duy từ - tô hiệu,6.6,quận cầu giấy,nhà hàng,30000,70000,cheap,1,,x,x,x,,,,,x,,,,,
896,896,chè bun hà nội - kem & sữa chua trân châu - tô hiệu,7.1,quận cầu giấy,cafe tráng miệng,15000,30000,cheap,1,,,,,,,,,,,,x,x,x
897,897,cháo ếch singapore - tô hiệu,7.7,quận cầu giấy,nhà hàng,30000,295000,medium,2,,,,,,,,,x,,,,,
898,898,chaebon - kimbap ngon số 1 - tô hiệu,7.1,quận cầu giấy,nhà hàng,30000,100000,cheap,1,,,,,,,,,x,,,,,
899,899,bún riêu hoàng kỳ - tô hiệu,6.8,quận cầu giấy,nhà hàng,15000,35000,cheap,1,,,x,x,,x,,,,,,,,
900,900,bò nhúng dấm 555 - tô hiệu,7.0,quận cầu giấy,nhà hàng,110000,150000,medium,2,,,,,,,,,x,,,,,
901,901,bánh xèo & nem lụi - tô hiệu,7.0,quận cầu giấy,nhà hàng,20000,50000,cheap,1,,,,,,,,,,,,,x,
902,902,bánh mì phố - tô hiệu,7.1,quận cầu giấy,ăn vặt vỉa hè,25000,50000,cheap,1,,x,,x,,,,,,,,,x,
903,903,bami sot - bánh mì đen - tô hiệu,9.8,quận cầu giấy,ăn vặt vỉa hè,15000,40000,cheap,1,,x,,x,,,,,,,,,x,
904,904,anh hòa bakery - tô hiệu,7.3,quận hà đông,bánh ngọt,25000,500000,expensive,3,,,,,,,,,,,,,x,x
905,905,"xinyi - cơm vịt quay, gà nướng & chè kem đài loan - tô hiến thành",8.0,quận hai bà trưng,nhà hàng,60000,75000,cheap,1,,x,x,x,,,,,x,,,,x,
906,906,wabi sabi vườn nhật - tô hiến thành,7.0,quận hai bà trưng,nhà hàng,400000,500000,expensive,3,,,,,,,,,x,,,,,
907,907,sumo yakiniku - tô hiến thành,7.8,quận hai bà trưng,nhà hàng,250000,400000,medium,2,,,,,,,,,x,,,,,
908,908,su's house - bánh su kem singapore - tô hiến thành,6.8,quận hai bà trưng,bánh ngọt,20000,100000,cheap,1,,,,,,,,,,,,,x,x
909,909,quán xưa - tô hiến thành,7.4,quận hai bà trưng,nhà hàng,150000,200000,medium,2,,,,,,,,,x,,,,,
910,910,paris gâteaux - tô hiến thành,7.3,quận hai bà trưng,bánh ngọt,50000,275000,medium,2,,,,,,,,,,,,,x,
911,911,domino's pizza - tô hiến thành,7.5,quận hai bà trưng,nhà hàng,49000,199000,medium,2,,,,,,,,,,x,,,,
912,912,bò nướng tảng - tô hiến thành,7.7,quận hai bà trưng,nhà hàng,150000,300000,medium,2,,,,,,,,,x,,,,,
913,913,bánh cuốn bà hoành - tô hiến thành,6.8,quận hai bà trưng,nhà hàng,30000,60000,cheap,1,,x,x,,,,,,,,,,x,
914,914,aha cafe - tô hiến thành,7.1,quận hai bà trưng,cafe tráng miệng,25000,45000,cheap,1,,,x,,,,,,,,,x,x,
915,915,tổ cafe,6.6,quận thanh xuân,cafe tráng miệng,15000,50000,cheap,1,,,x,,,,,,,,,x,x,
916,916,phan - lẩu các món - tòa nhà mon city,6.1,quận nam từ liêm,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
917,917,tiny cafe,7.5,quận đống đa,cafe tráng miệng,10000,40000,cheap,1,,,x,,,,,,,,,x,x,
918,918,trà sữa tocotoco - times city,6.8,quận hai bà trưng,cafe tráng miệng,25000,60000,cheap,1,,,x,,,,,,,,x,x,x,
919,919,trà sữa gong cha - 貢茶 - times city,7.4,quận hoàng mai,cafe tráng miệng,40000,80000,cheap,1,,,x,,,,,,,,,x,x,
920,920,tous les jours - times city,7.0,quận hoàng mai,bánh ngọt,25000,60000,cheap,1,,,,,,,,,,,,,x,x
921,921,tokyo deli express - sushi - times city,7.7,quận hai bà trưng,nhà hàng,38000,200000,medium,2,,,,,,,,x,,,,,,
922,922,thiên di quán - ẩm thực hong kong - times city,5.1,quận hai bà trưng,nhà hàng,120000,1000000,expensive,3,,,,,,,,,x,,,,,
923,923,the coffee house - times city,7.8,quận hai bà trưng,cafe tráng miệng,30000,60000,cheap,1,,,x,,,,,,,,,x,x,
924,924,the alley - trà sữa đài loan - times city,7.0,quận hai bà trưng,cafe tráng miệng,41000,70000,cheap,1,,,x,,,,,,,,,x,x,
925,925,thaiexpress - times city,7.4,quận hai bà trưng,nhà hàng,10000,90000,cheap,1,,,,,,,,,x,,,,,
926,926,thái bbq - times city,8.0,quận hai bà trưng,nhà hàng,250000,300000,medium,2,,,,,,,,,x,,,,,
927,927,soya garden - times city,6.7,quận hai bà trưng,cafe tráng miệng,31000,69000,cheap,1,,,x,,,,,,,,x,x,x,
928,928,pizza hut - times city,6.9,quận hai bà trưng,nhà hàng,50000,200000,medium,2,,,,,,,,,,x,,,,
929,929,nét huế - times city,5.2,quận hai bà trưng,nhà hàng,30000,200000,medium,2,,,,,,,,,x,,,,,
930,930,minh ký - dimsum & noodles - times city,7.7,quận hoàng mai,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
931,931,le monde steak - times city,7.4,quận hai bà trưng,nhà hàng,150000,250000,medium,2,,,,,,,,,,,,,x,
932,932,k-pub - korean bbq garden - times city,7.2,quận hoàng mai,nhà hàng,100000,300000,medium,2,,,,,,,,,x,,,,,
933,933,k-pub - times city,7.6,quận hai bà trưng,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
934,934,king bbq - vua nướng hàn quốc - times city,7.1,quận hai bà trưng,nhà hàng,200000,300000,medium,2,x,,,,,,,,,,,,,
935,935,king bbq deli - times city,8.0,quận hai bà trưng,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
936,936,kichi kichi lẩu băng chuyền - times city,9.0,quận hai bà trưng,nhà hàng,149000,220000,medium,2,,,,,,,,,x,,,,,
937,937,kem tràng tiền - times city,7.3,quận hai bà trưng,cafe tráng miệng,10000,50000,cheap,1,,,x,,,,,,,,,,x,
938,938,kem swensen's - times city,7.7,quận hai bà trưng,cafe tráng miệng,109000,490000,expensive,3,,,,,,,,,,,,,x,
939,939,kem dairy queen - times city,7.2,quận hai bà trưng,cafe tráng miệng,50000,100000,cheap,1,,,,,,,,,,,,,x,
940,940,hutong - hot pot paradise - times city,8.6,quận hai bà trưng,nhà hàng,350000,500000,expensive,3,,,,,,,,,x,,,,,
941,941,hotto - times city,7.6,quận hai bà trưng,nhà hàng,80000,150000,medium,2,,,,,,,,,x,,,,,
942,942,hotpot story - times city,8.0,quận hai bà trưng,nhà hàng,199000,299000,medium,2,,,,,,,,,x,,,,,
943,943,hải sản biển đông - times city,6.8,quận hai bà trưng,nhà hàng,200000,500000,expensive,3,,,,,,,,,x,,,,,
944,944,gri & gri - times city,8.0,quận hai bà trưng,nhà hàng,230000,300000,medium,2,,,,,,,,,x,,,,,
945,945,gà rán popeyes - times city,5.9,quận hai bà trưng,nhà hàng,50000,200000,medium,2,,,,,x,,,,x,,,,,
946,946,family bbq nhà hàng - times city,7.6,quận hai bà trưng,nhà hàng,199000,319000,medium,2,,,,,,,,,x,,,,,
947,947,dookki việt nam - lẩu & nhà hàng tokpokki - times city,7.7,quận hai bà trưng,nhà hàng,139000,150000,medium,2,,,,,,,,,x,,,,,
948,948,dedi deli bbq nhà hàng - times city,5.4,quận hai bà trưng,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
949,949,bbq chicken - times city,7.4,quận hai bà trưng,nhà hàng,15000,150000,medium,2,,,,,,,,,x,,,,,
950,950,bánh cuốn gia an - times city,5.8,quận hai bà trưng,nhà hàng,50000,200000,medium,2,,x,x,,,,,,,,,,x,
951,951,aquila beer club - times city,9.0,quận hai bà trưng,nhà hàng,45000,300000,medium,2,,,,,,,,,x,,,,,
952,952,"al fresco's - pizza, mỳ ý, sườn, steak bò bít tết - times city",7.1,quận hai bà trưng,nhà hàng,100000,300000,medium,2,,,,,,,,,x,x,,,x,
953,953,maru korean - tiệm đồ ăn hàn quốc & trà sữa,6.8,quận đống đa,cafe tráng miệng,25000,50000,cheap,1,x,,x,,,,,,,,,x,x,
954,954,tiệm thịt nướng n&b,9.4,quận đống đa,nhà hàng,30000,419000,expensive,3,,,,,,,,,x,,,,,
955,955,hưng phát - tiệm mì & hủ tiếu,7.9,quận ba đình,nhà hàng,35000,70000,cheap,1,,x,,x,,,,,,,,,,
956,956,dakgalbi - tiệm gà rán hàn quốc,7.1,quận đống đa,nhà hàng,50000,300000,medium,2,x,,,,x,,,,x,,,,,
957,957,haha chicken - tiệm gà hàn quốc,7.0,quận đống đa,nhà hàng,20000,310000,medium,2,x,,,,,,,,x,,,,,
958,958,tiệm cơm tàu,9.5,quận đống đa,nhà hàng,10000,100000,cheap,1,,x,x,x,,,,,x,,,,,
959,959,chotto - tiệm cơm nhật bản,7.4,quận hai bà trưng,nhà hàng,50000,250000,medium,2,,x,x,x,,,,,x,,,,,
960,960,bánh ngọt s'patisserie,8.0,quận hoàn kiếm,bánh ngọt,40000,150000,medium,2,,,,,,,,,,,,,x,
961,961,bánh ngọt panna cotta,7.2,quận ba đình,bánh ngọt,30000,100000,cheap,1,,,,,,,,,,,,,x,
962,962,sweetc hut - bánh ngọt online,8.0,quận thanh xuân,delivery,50000,110000,medium,2,,,,,,,,,,,,,x,
963,963,lan bakery - bánh ngọt online,6.3,quận hoàn kiếm,delivery,50000,500000,expensive,3,,,,,,,,,,,,,x,
964,964,bánh ngọt giêrađo,7.6,quận đống đa,bánh ngọt,20000,100000,cheap,1,,,,,,,,,,,,,x,
965,965,bánh ngọt cóc 1 giá,7.1,quận long biên,ăn vặt vỉa hè,20000,50000,cheap,1,,,,,,,,,,,,,x,
966,966,tiệm 116 cafe & ăn vặt,8.9,quận đống đa,cafe tráng miệng,20000,50000,cheap,1,x,x,x,,x,,,,,,,x,x,
967,967,nhà hàng công viên nhỏ - tiệc cưới & sự kiện,7.7,quận tây hồ,nhà hàng,100000,1000000,expensive,3,,,,,,,,,x,,,,,
968,968,nam sơn cuisine - tiệc cưới & hội nghị,7.2,quận hoàng mai,nhà hàng,45000,385000,medium,2,,,,,,,,,x,,,,,
969,969,"thùy trang restaurant – kbt 5,2 ha yên hòa",7.4,quận cầu giấy,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
970,970,tư mập - cơm tấm sườn cốt lết sài gòn - thụy khuê,7.0,quận tây hồ,nhà hàng,30000,50000,cheap,1,,x,x,x,,,,,x,,,,,
971,971,nem lụi huế - ăn là like - thụy khuê,6.3,quận tây hồ,nhà hàng,20000,60000,cheap,1,,,,,,,,,x,,,,,
972,972,lẩu cháo hòa hương - thụy khuê,7.0,quận tây hồ,nhà hàng,200000,350000,medium,2,,,,,,,,,x,,,,,
973,973,hồng phát - cơm gà online - thụy khuê,7.5,quận tây hồ,delivery,50000,50000,cheap,1,,x,x,x,,,,,x,,,,,
974,974,ding tea - thụy khuê,7.0,quận tây hồ,cafe tráng miệng,25000,80000,cheap,1,,,,,,,,,,,,,x,
975,975,cháo niêu - thụy khuê,7.6,quận tây hồ,nhà hàng,25000,55000,cheap,1,,,,,,,,,x,,,,,
976,976,chân gà chiên mắm & lẩu thái - thụy khuê,7.2,quận ba đình,nhà hàng,50000,250000,medium,2,,,,,,,,,x,,,,,
977,977,bánh mì minh nhật - thụy khuê,6.5,quận tây hồ,nhà hàng,32000,60000,cheap,1,,x,,x,,,,,,,,,x,
978,978,bánh cuốn - thụy khuê,7.4,quận tây hồ,nhà hàng,15000,35000,cheap,1,,x,x,,,,,,,,,,x,
979,979,aozora - thụy khuê,7.6,quận tây hồ,nhà hàng,120000,150000,medium,2,,,,,,,,,x,,,,,
980,980,royaltea - trà sữa hồng kông - thượng đình,5.8,quận thanh xuân,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,,x,x,
981,981,phan - lẩu các món - thượng đình,6.5,quận thanh xuân,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
982,982,lẩu phan - thượng đình,7.6,quận thanh xuân,nhà hàng,130000,200000,medium,2,,,,,,,,,x,,,,,
983,983,kem tràng tiền - thượng đình,7.1,quận thanh xuân,cafe tráng miệng,8000,20000,cheap,1,,,x,,,,,,,,,,x,
984,984,hắt 2 ô - nem nướng nha trang - thượng đình,7.1,quận thanh xuân,ăn vặt vỉa hè,20000,100000,cheap,1,x,x,,,x,,,,,,,,x,
985,985,deli 4b bbq & hotpot - thượng đình,7.6,quận thanh xuân,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
986,986,chick garden - chè khoai dẻo - thượng đình,7.1,quận thanh xuân,cafe tráng miệng,44000,174000,medium,2,,,x,,,,,,,,x,x,x,
987,987,thưởng trà quán,7.9,quận hoàn kiếm,cafe tráng miệng,15000,200000,medium,2,,,x,,,,,,,,,,x,
988,988,trà sữa pozaa tea - thượng thanh,7.1,quận long biên,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,,x,x,
989,989,hải hà kotobuki bakery - thuốc bắc,7.3,quận hoàn kiếm,bánh ngọt,10000,110000,medium,2,x,,,,,,,,,,,,,
990,990,aha cafe - thuốc bắc,7.1,quận hoàn kiếm,cafe tráng miệng,25000,45000,cheap,1,x,,x,,,,,,,,,x,x,
991,991,mr lòng - thọ tháp,7.0,quận cầu giấy,nhà hàng,100000,150000,medium,2,,,,,,,,,x,,,,,
992,992,nhà sàn quán giang dung - thổ quan,6.0,quận đống đa,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
993,993,yogen fruz - thợ nhuộm,7.1,quận hoàn kiếm,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,x,x,x,
994,994,savor - bánh mì & trà sữa - thợ nhuộm,5.5,quận hoàn kiếm,ăn vặt vỉa hè,20000,50000,cheap,1,,x,x,x,,,,,,,,x,x,
995,995,quán nhậu tự do - thợ nhuộm,7.8,quận hoàn kiếm,nhà hàng,150000,250000,medium,2,,,,,,,,,x,,,,,
996,996,gimbap house - thợ nhuộm,6.6,quận hoàn kiếm,nhà hàng,20000,200000,medium,2,,,,,,,,,x,,,,,
997,997,thịt xiên rau câu phương mai,7.0,quận đống đa,ăn vặt vỉa hè,10000,22000,cheap,1,x,x,,,x,,,,,,,,x,
998,998,hoàng đức - thịt xiên nướng,7.7,quận đống đa,nhà hàng,20000,50000,cheap,1,,,,,,,,,x,,,,,
999,999,hiền cường - thịt xiên nướng,7.4,quận đống đa,ăn vặt vỉa hè,5000,50000,cheap,1,x,x,,,x,,,,,,,,x,
1000,1000,bà ngà - thịt xiên nướng,6.6,quận hoàn kiếm,ăn vặt vỉa hè,5000,30000,cheap,1,,,,,,,,,x,,,,,
1001,1001,bánh rán hoàn - thịt xiên & bánh gà,7.6,quận ba đình,ăn vặt vỉa hè,7000,24000,cheap,1,,,,,,,,,x,,,,x,
1002,1002,ba chỉ ba chỉ korean style - thịt nướng đá,7.6,quận cầu giấy,nhà hàng,140000,420000,expensive,3,,,,,,,,,x,,,,,
1003,1003,daebak - thịt nướng hàn quốc,7.9,quận hoàn kiếm,nhà hàng,50000,185000,medium,2,x,,,,,,,,,,,,,
1004,1004,baek jeong - thịt nướng hàn quốc,7.2,quận nam từ liêm,nhà hàng,150000,500000,expensive,3,x,,,,,,,,,,,,,
1005,1005,thái hạnh - huy mai - thiên đường ăn vặt,5.3,quận đống đa,ăn vặt vỉa hè,10000,50000,cheap,1,x,x,,,x,,,,,,,,x,
1006,1006,gangnam po-cha - thiên đường ẩm thực hàn quốc,7.3,quận cầu giấy,nhà hàng,100000,500000,expensive,3,x,,,,,,,,,,,,,
1007,1007,baked magic - thiên sơn plaza food court,6.6,quận hoàn kiếm,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,x,x,x,
1008,1008,chè huyền - thiền quang,6.9,quận hai bà trưng,ăn vặt vỉa hè,18000,30000,cheap,1,x,x,,,x,,,,,,,,x,
1009,1009,the sushi club,8.0,quận tây hồ,nhà hàng,100000,300000,medium,2,,,,,,,,x,,,,,,
1010,1010,the shelter cafe,7.6,quận đống đa,cafe tráng miệng,20000,55000,cheap,1,,,x,,,,,,,,,x,x,
1011,1011,the rustics coffee,7.0,quận ba đình,cafe tráng miệng,30000,100000,cheap,1,,,x,,,,,,,,,x,x,
1012,1012,cháo dinh dưỡng thùy linh - the pride hải phát,9.3,quận hà đông,ăn vặt vỉa hè,20000,45000,cheap,1,x,x,,,x,,,,,,,,x,
1013,1013,the olympia cafe,8.0,quận hà đông,cafe tráng miệng,25000,50000,cheap,1,,,x,,,,,,,,,x,x,
1014,1014,papas' chicken - the manor,7.2,quận nam từ liêm,nhà hàng,30000,150000,medium,2,,,,,,,,,x,,,,,
1015,1015,khao lao - the manor,6.2,quận nam từ liêm,nhà hàng,10000,79000,cheap,1,,,,,,,,,x,,,,,
1016,1016,brobingsu - the manor,7.7,quận nam từ liêm,cafe tráng miệng,50000,140000,medium,2,,,x,,,,,,,,x,x,x,
1017,1017,artisée cafe deli - the manor,7.0,quận nam từ liêm,cafe tráng miệng,50000,200000,medium,2,,,x,,,,,,,,,x,x,
1018,1018,highlands coffee - the manor 2,7.6,quận nam từ liêm,cafe tráng miệng,9000,65000,cheap,1,,,x,,,,,,,,,x,x,
1019,1019,the lissom parlour cafeteria & bakery,7.7,quận hoàn kiếm,cafe tráng miệng,39000,160000,medium,2,,,x,,,,,,,,,x,x,
1020,1020,the hanoi social club,6.0,quận hoàn kiếm,cafe tráng miệng,190000,220000,medium,2,,,x,,,,,,,,x,x,x,
1021,1021,tivoli - the hanoi club hotel,7.6,quận tây hồ,nhà hàng,150000,350000,medium,2,,,,,,,,,x,,,,,
1022,1022,thế giới hải sản – đào tấn,8.2,quận ba đình,nhà hàng,400000,600000,expensive,3,,,,,,,,,x,,,,,
1023,1023,bánh cuốn cao bằng - thể giao,7.8,quận hai bà trưng,ăn vặt vỉa hè,30000,50000,cheap,1,,x,x,,,,,,,,,,x,
1024,1024,starbucks coffee - the garden,7.9,quận nam từ liêm,cafe tráng miệng,40000,80000,cheap,1,,,x,,,,,,,,,x,x,
1025,1025,seoul garden - the garden,7.2,quận nam từ liêm,nhà hàng,250000,540000,expensive,3,,,,,,,,,x,,,,,
1026,1026,paris gâteaux - the garden,7.2,quận nam từ liêm,bánh ngọt,10000,450000,expensive,3,,,,,,,,,,,,,x,
1027,1027,pizza hoa ý - the garden mễ trì,6.1,quận nam từ liêm,nhà hàng,200000,550000,expensive,3,,,,,,,,,,x,,,,
1028,1028,king bbq - vua nướng hàn quốc - the garden,6.4,quận nam từ liêm,nhà hàng,200000,300000,medium,2,x,,,,,,,,,,,,,
1029,1029,"al fresco's - pizza, mỳ ý, sườn, steak bò bít tết - the garden",7.1,quận nam từ liêm,nhà hàng,150000,350000,medium,2,,,,,,,,,x,x,,,x,
1030,1030,the fuel coffee,7.9,quận đống đa,cafe tráng miệng,25000,40000,cheap,1,,,x,,,,,,,,,x,x,
1031,1031,the cube cafe,7.6,quận tây hồ,cafe tráng miệng,20000,50000,cheap,1,,,x,,,,,,,,,x,x,
1032,1032,the city coffee,6.2,quận đống đa,cafe tráng miệng,20000,60000,cheap,1,,,x,,,,,,,,,x,x,
1033,1033,the bingsu,7.7,quận hoàn kiếm,cafe tráng miệng,50000,100000,cheap,1,,,x,,,,,,,,x,x,x,
1034,1034,king bbq - the artemis,8.0,quận thanh xuân,nhà hàng,250000,350000,medium,2,,,,,,,,,x,,,,,
1035,1035,nhà hàng poseidon - the artemis,8.4,quận thanh xuân,nhà hàng,350000,380000,medium,2,,,,,,,,,x,,,,,
1036,1036,nộm toàn béo - thanh đàm,7.1,quận hoàng mai,ăn vặt vỉa hè,20000,40000,cheap,1,x,x,,,x,,,,,,,,x,
1037,1037,original cake & ori pizza - thanh xuân bắc,7.6,quận thanh xuân,bánh ngọt,90000,120000,medium,2,,,,,,,,,,x,,,,
1038,1038,london nhà hàng hải sản lẩu nướng - thành thái,7.8,quận cầu giấy,nhà hàng,300000,500000,expensive,3,,,,,,,,,x,,,,,
1039,1039,yifang - taiwan fruit tea - thanh niên,6.7,quận ba đình,cafe tráng miệng,35000,55000,cheap,1,,,,,,,,,,,,x,x,
1040,1040,trà sữa feeling tea - thanh niên,7.5,quận tây hồ,cafe tráng miệng,10000,22000,cheap,1,,,x,,,,,,,,,x,x,
1041,1041,ngáo's quà vặt online - thanh niên,7.1,quận ba đình,delivery,15000,50000,cheap,1,,,,,,,,,,,,,,
1042,1042,link tea - quà vặt - thanh niên,1.0,quận ba đình,ăn vặt vỉa hè,15000,50000,cheap,1,,,,,,,,,,,,,x,
1043,1043,bánh ngọt it - thanh nhàn,6.7,quận hai bà trưng,bánh ngọt,40000,300000,medium,2,,,,,,,,,,,,,x,
1044,1044,hoa quả dầm hoa béo - thanh nhàn,5.1,quận hai bà trưng,ăn vặt vỉa hè,20000,60000,cheap,1,x,x,,,x,,,,,,,,x,
1045,1045,"đồ hàn, gà rán & burger - thành công",6.8,quận đống đa,nhà hàng,100000,200000,medium,2,,,,,x,,,,x,,,,,
1046,1046,phương hoa - bún thái hải sản tươi sống - thành công,7.3,quận ba đình,nhà hàng,50000,200000,medium,2,,,x,x,,x,,,,,,,,
1047,1047,ốc & ăn vặt - thành công,6.7,quận ba đình,ăn vặt vỉa hè,30000,50000,cheap,1,x,x,,,x,,,,,,,,x,
1048,1048,nem nộm gia truyền hoa mai - thành công,7.2,quận ba đình,ăn vặt vỉa hè,15000,31000,cheap,1,x,x,,,x,,,,,,,,x,
1049,1049,kichi kichi lẩu băng chuyền - thành công,8.6,quận ba đình,nhà hàng,149000,220000,medium,2,,,,,,,,,x,,,,,
1050,1050,hùng thái - bún chả hàng mành - thành công,8.8,quận ba đình,nhà hàng,35000,50000,cheap,1,,,x,x,,x,,,,,,,,
1051,1051,eat green - healthy food & salad - thành công,4.4,quận ba đình,nhà hàng,30000,90000,cheap,1,,,,,,,,,x,x,,,,
1052,1052,bún đậu phố cổ - thành công,7.4,quận ba đình,nhà hàng,20000,50000,cheap,1,x,,x,x,,x,,,,,,,,
1053,1053,bún chả & nem cua bể - thành công,7.1,quận ba đình,nhà hàng,30000,50000,cheap,1,,,x,x,,x,,,x,,,,,
1054,1054,jlegu bbq - nướng hàn quốc - thanh bình,6.6,quận hà đông,nhà hàng,100000,220000,medium,2,x,,,,,,,,,,,,,
1055,1055,tào phớ nè - thái thịnh,7.7,quận đống đa,cafe tráng miệng,8000,40000,cheap,1,,,x,,,,,,,,x,x,x,
1056,1056,quẩy đùi gà - thái thịnh,7.6,quận đống đa,ăn vặt vỉa hè,15000,50000,cheap,1,,,,,,,,,x,,,,,
1057,1057,nguyễn sơn bakery - thái thịnh,7.3,quận đống đa,bánh ngọt,30000,220000,medium,2,,,,,,,,,,,,,x,x
